id,body,picture,actor,time,class,experiment_group
1718,idk what these were called but they were kind of like sushi burritos,IMG_20160522_094535.jpg,fusionfeast,29:41,normal,var22
1719,breakfast frm my gf's perspective. u can't tell but that's a chili cornbread waffle in the background,IMG_20140118_120236.jpg,fusionfeast,373:42,normal,var23
1720,i didn't make this or take the pic but I did get to eat it. carnitas like this are what i want my last meal to be,yvonne-lee-harijanto-41745.jpeg,cavsforever,-19:43,normal,var24
1721,this kind of breakfast is what I need every day,IMG_20170513_105523.jpg,cavsforever,04:44,normal,var21
1722,this was thai chile wings from yesterday. there were not enough but they were good,IMG_20170404_182054.jpg,cavsforever,28:45,normal,var21
1723,you know your wife loves you when she makes you a sandwich like this,IMG_20170424_120657.jpg,cavsforever,372:46,normal,var23
1724,panini ❤️,lluis-domingo-30992.jpeg,lavenderrrrrr,-20:47,normal,var24
1725,perfect berger 🍔 ❤️,sebastian-lp-155047.jpeg,lavenderrrrrr,03:48,normal,var21
1726,"homemade mint ice cream 🍦 💚 ",monika-4.jpeg,lavenderrrrrr,27:49,normal,var22
1727,apricot tart  💛,kowalewski-2.jpeg,lavenderrrrrr,371:50,normal,var23
1728,not putting this one in my portfolio bc the visible lens cap is embarrassing. but this soup was so fresh-tasting!,d-ng-tri-66959.jpeg,earthpulse,-21:51,normal,var24
1729,who knew a lemon slice could be a work of art? 💛,IMG_20140517_084619.jpg,earthpulse,02:52,normal,var21
1730,turns out you really can make bread in a crock pot! 🍞 amazingly soft whole-grain bread too!,IMG_20141108_113638.jpg,earthpulse,26:53,normal,var22
1731,"homemade soda! left: hibiscus, right: lemon ginger. so easy, and SO GOOD!",IMG_20140709_174852.jpg,earthpulse,370:54,normal,var23
1732,"pepperoni n mushroom, the slice of life.",image-20160905_154811.jpg,MannyDL34,-22:55,normal,var24
1733,ill take one of each,IMG_0638.JPG,MannyDL34,01:56,normal,var21
1734,"when you cant decide whether to have a burger or a hotdog, put hotdog slices on ur burger",IMG_20140725_192043063_HDR.jpg,MannyDL34,25:57,normal,var22
1735,switching it up with ham n mushroom instead of my usual pepperoni n mushroom,IMG_20150530_150722.jpg,MannyDL34,369:58,normal,var23
1736,"like 20 instagram edits & filters later, my cappucino looks seriously professional ☕",kowalewski-3.jpeg,caffeinated,-23:59,normal,var24
1737,the best breakfast ❤️❤️❤️,20130727_155131000_iOS.jpg,caffeinated,-00:05,normal,var21
1738,research and a lovely ☕,IMG_5014.JPG,caffeinated,24:02,normal,var22
1739,"homemade ginger and molasses cake with lemon glaze. The recipe asked for only powdered ginger, but i put some fresh ginger in as well and it was perfect!",IMG_20170312_093829.jpg,caffeinated,368:03,normal,var23
1740,that ginger cake was perfect with some bosc pears... and after some homemade veggie chowder.,IMG_20170312_134430930.jpg,caffeinated,368:12,normal,var24
1741,deep dish babyyyy,IMAG0052.jpg,wiz_khaleesi,-24:05,normal,var21
1742,"damn right, dem wings",IMAG0157.jpg,wiz_khaleesi,-01:06,normal,var22
1743,korean bbq with my babes 🍖,IMAG0160.jpg,wiz_khaleesi,23:07,normal,var23
1744,carrying this chicken to work in my bag like...,IMG_20131026_160645.jpg,wiz_khaleesi,367:08,normal,var24
1745,"everyone... these are CHOCOLATE MOOSES. They are literally made of chocolate. You can't see it but there's a little baby chocolate moose behind them. ",IMG_20150411_132000.jpg,jackrussellmom,-25:09,victim,var21
1746,amazing bread pudding for breakfast... excuse the random junk of normal life in the background...,IMG_20150731_182433.jpg,jackrussellmom,-02:10,normal,var22
1747,"I was digging through some old photos and wanted to share this baked squash that I made last fall.  The black specks aren't raisins, they're actually black currants - they have a kind of similar flavor but they seem so much fancier! Kind of like shallots are the fancier version of onions...",IMG_20151126_161749566.jpg,jackrussellmom,22:11,normal,var23
1748,I love when the waffle shop gives you extra crunchy edges to snack on...,IMG_20150510_091045970_HDR.jpg,jackrussellmom,366:12,normal,var24
1749,"This bad boy was in the back of the freezer from last christmas. I'm kind of shocked it wasn't all eaten, but the ""green icing swirl"" might be a clue as to why.",20131203_010020000_iOS.jpg,john73,-26:13,victim,var21
1750,"I think this was technically a yorkshire pudding? The gravy was great though, and as you can see there was a lot of it!",IMAG0023.jpg,john73,-03:14,victim,var21
1751,"This is what they're giving kids in movie theaters these days.  It's definitely creative... but even one of these sections would send my little man through the roof, so dad had to take over.",IMAG0039.jpg,john73,21:15,normal,var23
1752,I can't take credit for cooking this one - that goes to my wife. But I told her it looked so gourmet that I had to post it!,IMG_20160710_214258.jpg,john73,365:16,normal,var24
1753,"Folks, you heard it here 1st! A peach skewered and roasted over coals is a sweet and soft treat. Be sure to peel the skin of before eating. 🍑",IMG_20160821_070318145.jpg,Jcole9,-27:17,normal,var21
1754,"This brisket was not bad, but let's be honest, I've done better.",IMG_20170323_183218.jpg,Jcole9,-04:18,normal,var22
1755,Normally I'm a meat man but i tried my hand at a new biscuit recipe this morning. This one has cheddar cheese and some of the same herbs that we use for the chicken seasoning.,IMG_20170305_133402.jpg,Jcole9,20:19,normal,var23
1756,Close up of the biscuit so you can see the cheese.,IMG_20170305_133410.jpg,Jcole9,20:21,normal,var24
1757,I'm going to wrap these in foil for the grill tonight,IMG_20160806_120708.jpg,Jcole9,364:20,normal,var21
1758,Presenting the results of testing the new bread pan my bf got me!  It's so square :D,IMG_20170101_212355.jpg,kittycatbakes,-28:21,normal,var22
1759,"My very first attempt at homemade bagels! There are several things you have to do to make them ""bagel-y"". I succeeded at the boiling process so they have bagel-like texture, but I didn't manage to find the malt powder to give them that extra bagel flavor. Still great with cream cheese though!",IMG_20161029_090816186_HDR.jpg,kittycatbakes,-05:22,normal,var23
1760,New kind of sourdough loaf! This one has a super crunchy crust and slices really well!,IMG_20170305_194214.jpg,kittycatbakes,19:23,normal,var24
1761,"Throwback to when my bf and I got Starbucks in China and they labeled our cups ""foreigner""! 😂",IMG_20160818_151848.jpg,kittycatbakes,363:24,normal,var21
1762,Another trial - pane sesamo! The recipe was from an old Italian cookbook that was a gift from my dad. The inside has a great sesame flavor too. Will definitely be making this one again.,IMG_20170121_233751.jpg,kittycatbakes,387:25,normal,var22
1763,my bf put this adorable spread together for my birthday.  those are roasted purple carrots in there with the microgreens!  he really knows how to make a girl happy (hint: it involves naturally sweetened whole grain nut bread...),chris-lawton-165884.jpeg,bblueberryy,-06:26,normal,var23
1764,the best juices in Jeff City! Left: Carrot & mango. Right: banana & greens.,IMG_1153.JPG,bblueberryy,18:27,normal,var24
1765,this veggie panini was perfect! there was the perfect amount of avocado to keep it juicy. I definitely did not miss the meat or cheese!,vegan1.jpg,bblueberryy,362:28,normal,var21
1766,raw avocado and mushroom salad <3 <3  It requires a lot of slicing but it's sooooo worth it!,vegan7.jpg,bblueberryy,386:29,normal,var21
1767,"this is the cake I got for my mom for her b-day. enjoy, others",IMG_20161009_190757.jpg,mateoV,17:31,normal,var23
1768,good looking chicken my wife made. hope its good enough for my $14 bonus lol,IMG_20150907_005746.jpg,mateoV,385:33,normal,var24
1769,"look at this PERFECT tomato from my dad's garden! the color is not exaggerated at all, it really is that bright in real life! #nofilter",IMG_20160819_120242814.jpg,breathe_in,-08:34,normal,var21
1770,making our own sushi! My rolls all came out uneven and squished so I got a picture of my friend's instead.,vegan3.jpg,breathe_in,16:35,normal,var22
1771,a little ranbow salad! soooooooooo much chopping though :P  #eatclean,vegan6.jpg,breathe_in,360:36,normal,var23
1772,"tomato, broccoli, and cauliflower casserole for the week. Plus just a little bit of goat cheese, of course ;) #eatclean",IMG_0845.JPG,breathe_in,384:37,normal,var24
1773,sno-cone + whipped cream? I'll take it.,20130801_030411000_iOS.jpg,jupiterpride,-09:38,normal,var21
1774,chinese-style shaved ice! this stuff is amazinggggg 🍧,image-20161206_140042.jpg,jupiterpride,15:39,normal,var22
1775,"honestly red velvet cake just tastes like cake, but this tastes like red velvet cake. I know that makes no sense but if you try it you'll get it!!",20131004_203557000_iOS.jpg,jupiterpride,359:40,victim,var21
1776,I feel like I've had a lot of shaved ice/ice cream lately? but this one was matcha flavored and had pink mochi AND pink pocky garnishes <3,IMG_20150531_131752440_HDR.jpg,jupiterpride,383:41,normal,var24
1777,"homemade pizza w/ pesto, chicken, artichoke hearts, and feta cheese. The edges got a little burned but the flavors were great.",IMG_20141129_192628.jpg,artisanalways,-10:42,normal,var21
1778,"first homemade dumplings! There's pork, spring onions, and cabbage inside. eaten with napkins left over from Christmas.",IMG_20141226_110500.jpg,artisanalways,14:43,normal,var22
1779,dinner I forgot to post from a few nights ago - spinach salad w/ shrimp!,IMG_20170125_175759.jpg,artisanalways,358:44,normal,var23
1780,"I spent for freaking EVER putting the carrot/zucchini/squash slices in place for this tart nd I COMPLETELY FORGOT TO ADD SALT. It's pretty enough that Id make it again but... do better next time, Riya!",vegan2.jpg,artisanalways,382:45,normal,var24
1781,"for once I got to the dining hall early enough that there aren't randos in the background of my breakfast photo. ",zhifei-zhou-28092.jpeg,_aikira_,-11:46,normal,var21
1782,"texas waffle, baby!",IMG_0133.JPG,_aikira_,13:47,normal,var22
1783,"look at this bundt cake, my mama would be proud lol",20170503_012856000_iOS.jpg,_aikira_,381:49,normal,var23
1784,"dinner with the fam: sweet potato casserole with marshmallows. I baked it without the marshmallows until it was basically done, then put them on and put it under the broiler. And then of course I had to check it obsessively every minute or so to make sure they didn't burn.",20131116_001622291_iOS.jpg,lee.alexa,-06:01,cohort,var24
1785,"strawberry and white chocolate scones for breakfast tomorrow. the dough was really sticky, I kind of think I may have used too much flour in the course of rolling/placing them... but nobody is going to complain because unless they combust in the oven they're going to be great.",20170515_214826603_iOS.jpg,lee.alexa,00:31,cohort,var21
1786,lunch: the cutest cup of seafood chowder.,IMAG0035.jpg,lee.alexa,15:05,cohort,var22
1787,"dinner with the fam: fish *and* shrimp, with brussels sprouts and spinach/potato casserole. the sprouts could have used some more seasoning but overall it was well-received.",IMAG0075.jpg,lee.alexa,17:08,cohort,var23
1788,"splurge breakfast: waffle with strawberries, fresh whipped cream, and lemon curd. Jess got the one with chocolate chips but I forgot to grab a pic for y'all.",IMG_0410.JPG,lee.alexa,351:49,cohort,var24
1789,"dinner with the fam: stir fried asparagus, chicken & peppers, and rice cakes",IMAG0147.jpg,lee.alexa,366:50,cohort,var21
1790,is an afternoon cold brew a bad idea? am I going to be so caffeinated I vibrate myself into an alternate plane of existence? let's find out!,IMG_20160102_110021.jpg,lee.alexa,382:30,cohort,var22
1791,"maybe the afternoon cold brew was bad for my heart rate, but it gave me the energy to chop all these veggies and get them marinating for the potluck tomorrow.",vegan4.jpg,lee.alexa,384:33,cohort,var23
1792,"dinner with the fam: quiche with onions, goat cheese, ham, and fresh thyme. The onions got a little burnt while baking but overall it was quite good.",IMG_0059.JPG,lee.alexa,385:10,cohort,var24
1793,dessert: pumpkin spice ice cream with a ginger cookie!,IMG_20170404_184643.jpg,lee.alexa,-26:59,cohort,var21
1794,chili the wife made,IMG_20140208_144331.jpg,Ataylor,-10:12,normal,var22
1795,"i made this casserole ",IMG_0925.JPG,Sue_S,05:13,normal,var23
1796,it's a party: brie and jam toasts,20131224_235709000_iOS.jpg,karenM,20:14,normal,var24
1797,i had this pizza yesterday,IMG_20170125_175755.jpg,jake_turk,355:15,normal,var21
1798,all this bread is going to go on the grill,IMG_20150801_105206508.jpg,snowbird,370:16,normal,var22
1799,"veggie omelet, healthy as f***",vegan5.jpg,youngcunningham,385:17,normal,var23
1800,i loved this ramen (ft. my gf's hands),IMG_5241.JPG,tacoguy,-07:18,normal,var24
1801,To this day nothing still beats my mom's good old meatloaf...so good,51.jpg,Smitty12,-02:25,normal,var21
1802,who doesnt like a good burger??,54.jpg,Smitty12,04:32,normal,var22
1803,Homemade or delivery? what do you think,57.jpg,Smitty12,20:01,normal,var23
1804,"Not much left in the fridge, had to get creative with leftovers pork and tomatoe soup",50.png,Smitty12,365:07,normal,var24
1805,AFTERNOON SNACKTIME !!!,vegan8.jpeg,southerngirlCel,-10:30,normal,var21
1806,who knew my water could look so artsy,monika-5.jpeg,southerngirlCel,-01:12,normal,var22
1807,"new recipe that I found online >>>> UNBELIEVABLE! If you're looking for tasty, semi-healthy treats check out gwtreats.com",alicja-2.jpeg,southerngirlCel,07:14,normal,var23
1808,"pretty proud of myself after making this, amzing how good it can and feel and taste eating healthy!",53.jpg,southerngirlCel,19:13,normal,var24
1809,"Sushi, my guilty pleasure....california and salmon rolls. I'm spoiling myself today. Check out SushibyDave downtown on Locke Street, great food :)",59.jpg,southerngirlCel,354:45,normal,var21
1810,"Tried something new for the boys tonight. Made a beef teriyaki stir-fry with broccoli....Ryan was a big fan, Sammy not so much. Oh well, I'll take 1 for 2 :)",52.jpg,hockeymom101,-02:43,normal,var22
1811,Throwback to some of our spooky treats from last Halloween. It's amazing what marshmellows and a little bit of icing can do lol,55.jpg,hockeymom101,01:17,normal,var23
1812,"Still getting used to taking pictures of my food, but I think I'm getting the hang of it...thought this dinner deserved to be shared. YUM",56.jpg,hockeymom101,02:86,normal,var24
1813,It's always nice when I get some free time to do some baking :) This is one of my favourites; raisin cinnamon bread. An old family recipe!,75.jpg,hockeymom101,28:41,normal,var21
1814,here's my attempt at bruschetta aha not quite as good as Alberni's but not bad....the roomies liked it at least,73.png,SamTHEMAN,12:53,normal,var22
